[1m[2026-04-25|12:27:51][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:57404 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57410 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57422 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57426 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57450 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57466 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57482 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57508 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57518 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57528 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57530 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57538 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57542 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57546 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57548 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57554 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57568 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57582 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57592 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57616 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57632 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57660 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57662 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57666 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57668 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57680 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57712 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57380 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57758 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57772 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57782 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57798 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57800 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57384 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57828 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56848 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57390 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57838 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57840 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57850 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57202 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57030 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57438 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57020 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57076 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56986 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57854 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57868 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57890 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56784 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57528 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57892 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56928 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57918 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57946 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57952 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57962 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57994 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57998 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58014 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58030 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58056 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56974 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57222 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58090 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58096 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58100 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58108 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58112 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57426 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58120 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57390 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56968 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58130 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57800 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58140 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57220 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58152 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58162 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57290 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58164 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57198 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58174 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58186 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57166 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56896 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58202 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57508 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56948 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56998 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57322 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57788 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57918 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58208 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58214 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57518 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58226 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58240 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58246 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57868 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58256 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57592 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57342 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57482 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58284 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57494 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57694 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57828 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57662 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57426 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58112 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57000 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57546 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57538 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57390 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57548 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57890 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57706 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57222 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57978 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58104 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57042 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58196 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57298 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57934 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57698 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57946 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58056 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56948 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57384 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57772 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57830 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57838 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57290 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57798 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57908 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57744 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57752 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57738 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56928 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57854 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58120 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58074 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58078 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:57892 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58272 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58070 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:56986 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|12:28:07|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     127.0.0.1:58700 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58704 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58708 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58718 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58720 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58730 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58746 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58776 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58792 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58800 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58814 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58824 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58840 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:58852 - "POST /generate HTTP/1.1" 200 OK
