[1m[2026-04-25|12:53:10][0m [32mINFO    [0m Parsed arguments:
INFO:     127.0.0.1:49640 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49648 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49664 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49676 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49678 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49688 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49692 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49696 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49710 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49714 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49726 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49742 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49026 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49748 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49218 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49760 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49774 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49314 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49608 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49542 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49790 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49400 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49804 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49820 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49826 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49834 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48956 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49204 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49842 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49852 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49858 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49130 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49248 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49714 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49526 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49590 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48992 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49860 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49876 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49642 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49696 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:48976 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49880 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49894 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49904 - "POST /generate HTTP/1.1" 200 OK
INFO:     127.0.0.1:49918 - "POST /generate HTTP/1.1" 200 OK
[1m[2026-04-25|12:53:26|core|rank=0][0m [32mINFO    [0m Scheduler is idle, waiting for new reqs...
INFO:     Shutting down
INFO:     Waiting for application shutdown.
INFO:     Application shutdown complete.
INFO:     Finished server process [37505]
/root/miniconda3/lib/python3.12/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
The target application terminated. One or more process it created re-parented.
Waiting for termination of re-parented processes.
Use the `--wait` option to modify this behavior.
Collecting data...
